Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
10/31/1929,,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton,Loening C-2C,,,2,2,0,The air taxi crashed into Puget Sound as it attempted to take off.
11/04/1929,07:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,,Mexico City - Juarez,Lockheed Vega 5,NC46M,097,4,4,0,The mail plane crashed in dense fog.
11/06/1929,,"Near Godstone, Surrey, England",Deutsche Lufthansa,,Amsterdam - Croyden,Junkers G-24,D-903,911,8,7,0,Crashed in heavy rain and fog while attempting to land.
11/15/1929,,"Off Corsica, France",Air Union,,,Liore et Olivier 190,F-AIGB,1,3,3,0,Crashed into the Mediterranean in fog.
11/30/1929,,"Vancouver, Washington",Varney Air Lines,,,Stearman M-2 Speedmail,,,1,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
12/02/1929,,"Chagrin Falls, Ohio",National Air Transport,,,Douglas M-3,,,1,1,0,The mail plane crashed en route during a storm.
12/14/1929,,Mediterranean Sea,Aeropostale,,,Bernard 192,F-AJDA,,3,3,0,
12/19/1929,,"Near Berlin, Germany",Deutsche Lufthansa,,,Arado V1,D-1594,,3,2,0,Forced landing 40 miles from Berlin.
12/30/1929,,"Amarillo, Texas",Trans Continental Air Transport,,,Travel Air B6000,,,5,5,0,Crashed on approach onto a golf course.
01/10/1930,,"Brawnson, Nebraska",Boeing Air Transport,,,Boeing 95,NC184E,,1,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
01/13/1930,,"Antananarivo, Madagascar",Air Orient,,,Farman 190,F-AJJK,,3,3,0,
01/19/1930,18:23,"Oceanside, California",Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16,16,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
01/25/1930,,"Off Ceuta, Spain",Aeropostale,,,Latecoere 25,F-AJCL,,2,2,0,
01/27/1930,17:30,"Kansas City, Kansas",Central  Airlines,,"Wichita - Kansas City, KS",Travel Air A6000A,,963,5,5,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
02/03/1930,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,,,1,1,0,While attempting to land the plane struck a building and fell into the Connecticut river.
02/10/1930,,"Marden, England",Air Union,,,Farman F-63,F-FHMY,,2,2,0,
04/18/1930,c:17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,,634,4,4,0,Crashed into power lines 150 feet above the ground in fog.
05/10/1930,,Buenos Aires,Aeropostale,,,Latecoere 28,F-AJPD,,4,3,0,
06/05/1930,,"Boston, Massachusetts",Colonial Air Transport,,,Ford Tri-Motor 5,NC9675,5-AT-033,15,1,0,Crashed into Boston Harbor after loosing the right  engine on takeoff.
07/07/1930,,"Bornholm, Denmark",Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,D-864,44,8,5,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave."
07/10/1930,,"Arkansas Pass, Texas",Cross Airways,,,Lockheed Vega 5,NC-394H,087,5,5,0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
08/22/1930,,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,,Prague - Brun -  Pressburg,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11,10,0,"Crashed while the pilot attempted to make an  emergency landing in fog, during a storm."
09/11/1930,,"Croydon, England",Sabena,,,Sabca F-VII,OO-AIN,,2,2,0,
09/25/1930,,"Southesk, Saskatchewan, Canada",Western Canada Airways,,Calgary - Moosejaw,,,,3,3,0,The air mail plane crashed in fog  while en route.
10/05/1930,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54,48,0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
10/06/1930,09:45,"Dresden, Germany",Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8,8,0,Crashed into hill while attempting to land.
10/12/1930,,"La Rache, Morocco",Aeropostale,,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,,4,4,0,The french postal plane crashed into mountains.
10/28/1930,,"Prince Rupert, BC, Canada",Alaska-Washington Airways,,,Lockheed Vega,NC103W,120,3,3,0,
10/30/1930,,"Near Neufchatel, France",Imperial Airways,,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6,3,0,Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.'
10/30/1930,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,1,1,0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
11/07/1930,,"Off of Santos, Brazil",Syndicato Condor,,,Junkers G-24,P-BAHA,921,9,1,0,Crashed into the sea.
11/18/1930,c: 2:00,"Techachapi Mountains, California",PacifiAir Transport,,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,,3,3,,"Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm."
12/09/1930,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,6,4,0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
01/08/1931,,"Melle, Belgium",Sabena,,,Fokker F-VII,OO-AIL,,2,2,0,
01/22/1931,,"Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,1,1,0,The mail plane flew into Bluff Mountain in dense fog.
02/08/1931,,"Wairoa, New Zealand",Dominion Air Lines,,,Desoutter II,ZK-ACA,,1,1,0,
02/20/1931,,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,,,3,2,0,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident."
02/24/1931,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,3,1,0,
03/21/1931,,"New South Wales, Australia",Australian National Airways,,,Avro 10,VH-UMF,241,8,8,0,Wreckage found 10/26/1958.
03/31/1931,10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8,8,0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed."
04/14/1931,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10,2,0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
05/05/1931,23:30,"Burbank, California",PacifiAir Transport,,San Diego - Los Angeles,Boeing 40,NC5390,,2,2,0,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.
05/22/1931,,"Wampit, Australia",Guiena Airways,,,Junkers W-34,VH-UNR,,1,1,0,
05/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,1,1,0,Crashed into a mountain and burned in poor visibility.
06/07/1931,09:00,"Near Sandoway, Burma",Air Orient,,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4,4,0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.
06/11/1931,,"Walbridge, Ohio",Rubner Flying Service,,,Lockheed Vega 2,NC857E,064,3,2,0,A wing buckled as the plane was attempting to land and the plane crashed.
06/13/1931,,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4,4,0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure."
07/12/1931,,"Chicago, Illinois",Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,,2,2,0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.
07/14/1931,,"Temora, Australia",Australian Aerial Services,,,Lasco Lascowl,VH-UGF,,2,2,0,
07/21/1931,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,,,1,1,0,
07/24/1931,,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,Fokker F-VII,,,7,7,0,The aircraft caught fire in mid air and crashed.
08/09/1931,08:40,"Cincinnati, Ohio",American Airways,,,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6,6,0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.
09/14/1931,20:00,"Chicago, Illinois",Chicago-Detroit Airways,,,Lockheed Vega,NC606,,1,1,0,Crashed in a severe rainstorm while attempting to land.
09/16/1931,04:00,"Oakland, California",PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,,4,4,0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.
10/06/1931,,"Novia Scotia, Canada",Deutsche Lufthansa,,,Heinkel HE-2,D-1717,334,3,3,0,
10/14/1931,,Brazil,Syndicato Condor,,,Dornier Wal,P-BALSA,107,3,3,0,
11/05/1931,06:48,"Camden, New Jersey","NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5,5,0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.
11/13/1931,,"Sir Lowry's pass, South Africa",Union Airways,,,De Havilland DH.80,,,3,3,0,
11/23/1931,,"Salt Lake City, Utah",Boeing Air Transport,,,Boeing 40,NC7465,,1,1,0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.
11/24/1931,,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3,3,0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
11/26/1931,22:30,"Pasco, Washington",Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,,1,1,0,Crashed in fog while attempting to land.
12/05/1931,,"Kewanee, Illinois",Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,049,6,2,0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.
12/06/1931,,"Bangkok, Thailand",KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,PH-AFO,5226,7,5,0,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.
12/09/1931,,Off Algiers,Aeropostale,,,CAMS 56,F-AIOX,,2,2,0,
12/31/1931,,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,5,4,0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed."
01/21/1932,,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,,1,1,0,Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.
01/29/1932,,"Lebec, California",Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8,8,0,Crashed into a canyon in mountains during a snowstorm.
02/01/1932,,"Off Miami, Florida",Bimini Airways,,Miami - Bimini,Fairchild,,,5,5,0,Disappeared while en route on a 45 minute flight.
02/02/1932,,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,1,1,0,Mail plane crashed.
02/02/1932,,"Rio Vista, California",Boeing Air Transport,,,Boeing 40,NC7470,,2,1,0,Struck an irrigation ditch and caught fire  during landing.
02/27/1932,,"Off Setiba, Brazil",Aeropostale,,,Latecoere 28,F-AJOX,,3,3,0,
03/08/1932,02:00,"Saint Louis, Illinois",Century Air Lines,,Training,Stinson SM-6000B,,,5,2,0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings."
03/19/1932,,"Calimesa, California",American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,,1027,7,7,0,Crashed into an orchard after striking power lines in fog.
03/21/1932,,"Steubenville, Ohio",Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha,,,1,1,0,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.
03/29/1932,,Syria,Air Orient,,,Farman F-190,,,3,3,0,
03/31/1932,,"Bedford, Ohio",National Air Transport,,,Boeing 95,NC191E,,1,1,0,
04/21/1932,,"Fort Wayne, Indiana",Transamerica Airlines,,,Stearman C-3MB,,,1,1,0,
05/03/1932,,"Portland, Oregon",Varney Air Lines,,,Boeing 40,NC830M,,2,2,0,
05/16/1932,,"Burbank, California",PacifiAir Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,,3,3,0,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.
07/16/1932,,"Mount El Plomo, near Vitacura, Chile",Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9,9,0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934."
08/12/1932,,"Beyrouth, Lebanon",Air Orient,,,CAMS 53,F-AIQY,,7,1,0,
08/30/1932,,"Tubergen, Germany",A B Aerotransport,,,Junkers G-23,SE-AAE,,2,2,0,
09/08/1932,c:09:00,"Salt Flats, Texas",American Airways,,El Paso - Dallas,Fokker F-10,NC9716,,4,3,0,The mail plane struck a mountain and burned encountering poor weather conditions.
09/17/1932,,"Selsdon Park, England",Air Union,,,Liore-et-Olivier 213,F-AIFE,,2,1,0,
09/18/1932,,"Byron Bay, Australia",New England Airways,,,De Havilland DH-80,VH-UPM,,3,3,0,
10/12/1932,,"Port Etienne, Mauritania",Aeropostale,,,Latecoere 28,,,1,1,0,
10/26/1932,,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,,Ford Tri-motor 5,,,2,2,0,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.
10/29/1932,,"Ramsgate, England",Deutsche Lufthansa,,,Junkers W-33,,,2,2,0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
11/02/1932,,"Echterpfuhl, Germany",Deutsche Lufthansa,,Nuremberg - Frankfort,Junkers F-13,D-724,696,5,5,0,Crashed into mountainous terrain in the Spessart mountains in fog.
11/25/1932,,"Marianna, Arkansas",Hunter Airways,,"Little Rock, AR - Memphis, TN",Travel Air 6000,,,2,2,0,Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.
12/14/1932,,"Amarillo, Texas",Trans Continental and Western Air,,,Ford 5,NC9650,,2,2,0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
12/14/1932,,"Rocky Ridge, Colorado",Boeing Air Transport,,,Boeing 40,NC842M,,1,1,0,
12/26/1932,,"Wau, Australia",Guinea Airways,,,De Havilland DH-60,VH-UMJ,,2,2,0,
01/10/1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,1,1,0,
01/14/1933,,"Newark, New Jersey",Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,,2,2,0,Went into a vertical bank and crashed and burned.
01/20/1933,,"Marietta, Georgia",American Airways,,,Stearman 4,N490W,,1,1,0,
01/20/1933,02:07,"Bourne, Texas",American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,,1,1,0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
01/24/1933,,"Eugene, Oregon",PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,3,1,0,The mail plane crashed while taking off.
03/11/1933,,"Near Mendoza, Argentina",Pan American Grace Airways,,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,,2,2,0,Crashed and burned.
03/25/1933,20:07,"Hayward, California",Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination."
03/28/1933,14:30,"Near Dixmude, Belgium",Imperial Airways,,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15,15,0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger in an attempt to commit suicide."
04/03/1933,,"Hemkenrode, Germany",Deutsche Lufthansa,,,Junkers F-13,D-534,,2,1,0,
04/04/1933,12:30,"Off Barnegat, New Jersey",Military - U.S. Navy,,,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,,76,73,0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height, it plummeted into the AtlantiOcean. Decision by the commander to fly into a storm despite the presence of lightning."
04/23/1933,,"Mt. Terrione, Italy",Air Orient,,,Cams 33,F-ALCE,29,6,6,0,Crashed into a mountain.
04/29/1933,,"Traunstein, Germany",Eurasia,,,Junkers W-34,D-4,2737,4,4,0,Crashed on a test flight before delivery to Eurasia in China.
05/09/1933,,"Viladrau, Spain",Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0,Crashed while landing in fog.
