ID,Best Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure
201519,CM,77.0,69.0,64.0,83.0,72.0,77.0,74.0,78.0,78.0,79.0,66.0,66.0,74.0,79.0,78.0,78.0,71.0,78.0,71.0,77.0,76.0,77.0,73.0,79.0,79.0,82.0
162240,CM,65.0,64.0,70.0,85.0,73.0,89.0,65.0,55.0,79.0,88.0,72.0,73.0,81.0,71.0,83.0,79.0,80.0,67.0,86.0,68.0,76.0,78.0,69.0,80.0,63.0,90.0
203843,RB,81.0,64.0,71.0,78.0,59.0,74.0,74.0,70.0,72.0,76.0,76.0,78.0,75.0,76.0,76.0,83.0,80.0,80.0,75.0,71.0,89.0,79.0,63.0,62.0,67.0,74.0
190875,CB,68.0,68.0,75.0,76.0,69.0,75.0,68.0,69.0,76.0,77.0,62.0,59.0,69.0,79.0,54.0,85.0,90.0,86.0,89.0,79.0,86.0,78.0,75.0,73.0,71.0,75.0
164169,LWB,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,74.0,85.0,62.0,71.0,69.0,89.0,73.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0
213565,CAM,83.0,75.0,54.0,83.0,76.0,84.0,85.0,81.0,75.0,85.0,83.0,79.0,88.0,78.0,83.0,79.0,69.0,77.0,54.0,77.0,63.0,66.0,77.0,82.0,68.0,80.0
230938,CDM,66.0,64.0,68.0,79.0,60.0,78.0,58.0,48.0,75.0,79.0,69.0,74.0,68.0,78.0,79.0,84.0,79.0,95.0,87.0,76.0,86.0,80.0,74.0,70.0,82.0,76.0
157960,CAM,77.0,70.0,62.0,80.0,69.0,83.0,79.0,70.0,72.0,83.0,83.0,76.0,82.0,76.0,76.0,81.0,74.0,72.0,71.0,82.0,68.0,68.0,75.0,77.0,73.0,77.0
203535,CM,76.0,71.0,69.0,78.0,68.0,77.0,74.0,69.0,77.0,80.0,77.0,73.0,76.0,77.0,83.0,80.0,80.0,85.0,75.0,76.0,81.0,75.0,70.0,73.0,53.0,80.0
209889,CAM,82.0,76.0,37.0,85.0,79.0,86.0,84.0,82.0,78.0,87.0,82.0,68.0,87.0,84.0,88.0,79.0,53.0,75.0,49.0,82.0,54.0,81.0,78.0,84.0,44.0,85.0
231747,ST,78.0,89.0,75.0,82.0,81.0,90.0,79.0,63.0,70.0,89.0,96.0,96.0,92.0,91.0,83.0,84.0,76.0,86.0,76.0,79.0,62.0,38.0,90.0,80.0,70.0,84.0
204963,RB,84.0,51.0,72.0,83.0,49.0,78.0,76.0,47.0,74.0,84.0,79.0,83.0,79.0,84.0,82.0,68.0,77.0,89.0,74.0,47.0,84.0,83.0,75.0,74.0,45.0,82.0
205069,LM,84.0,65.0,55.0,83.0,61.0,84.0,78.0,51.0,73.0,86.0,85.0,82.0,86.0,83.0,88.0,64.0,73.0,80.0,57.0,62.0,75.0,79.0,80.0,79.0,53.0,79.0
183394,CDM,75.0,54.0,70.0,82.0,64.0,83.0,75.0,62.0,76.0,80.0,70.0,84.0,64.0,79.0,58.0,85.0,77.0,91.0,90.0,61.0,85.0,77.0,74.0,73.0,60.0,75.0
240699,CAM,69.0,73.0,69.0,77.0,69.0,81.0,81.0,77.0,71.0,77.0,85.0,85.0,91.0,77.0,85.0,79.0,83.0,93.0,39.0,77.0,87.0,59.0,77.0,79.0,69.0,79.0
177635,LB,86.0,58.0,67.0,81.0,47.0,75.0,82.0,59.0,77.0,80.0,82.0,82.0,81.0,82.0,78.0,74.0,74.0,87.0,63.0,65.0,72.0,72.0,73.0,70.0,77.0,76.0
235008,CAM,73.0,69.0,69.0,77.0,63.0,79.0,83.0,75.0,75.0,79.0,87.0,79.0,89.0,67.0,83.0,81.0,85.0,75.0,61.0,71.0,73.0,61.0,73.0,75.0,69.0,69.0
196432,CDM,69.0,65.0,65.0,85.0,65.0,77.0,69.0,63.0,77.0,79.0,69.0,67.0,77.0,78.0,69.0,77.0,73.0,77.0,77.0,71.0,89.0,77.0,73.0,79.0,75.0,79.0
230256,LWB,81.0,59.0,66.0,81.0,64.0,77.0,70.0,66.0,71.0,72.0,92.0,93.0,81.0,82.0,78.0,73.0,75.0,91.0,73.0,73.0,69.0,74.0,69.0,64.0,65.0,74.0
193352,LB,82.0,58.0,64.0,76.0,66.0,74.0,80.0,82.0,76.0,76.0,68.0,76.0,72.0,74.0,70.0,78.0,73.0,75.0,73.0,72.0,76.0,80.0,64.0,68.0,80.0,80.0
182521,CM,88.0,75.0,58.0,92.0,82.0,81.0,86.0,84.0,92.0,88.0,55.0,48.0,63.0,87.0,71.0,87.0,32.0,75.0,73.0,86.0,60.0,77.0,76.0,89.0,73.0,88.0
187763,RWB,64.0,71.0,68.0,74.0,70.0,76.0,68.0,71.0,68.0,77.0,77.0,77.0,84.0,77.0,83.0,83.0,71.0,90.0,68.0,74.0,76.0,79.0,76.0,70.0,70.0,76.0
189242,CAM,79.0,77.0,48.0,82.0,78.0,89.0,90.0,86.0,80.0,90.0,83.0,69.0,92.0,82.0,93.0,82.0,59.0,76.0,61.0,88.0,59.0,49.0,82.0,84.0,70.0,77.0
188427,LM,80.0,66.0,70.0,78.0,65.0,80.0,76.0,61.0,78.0,76.0,75.0,80.0,71.0,78.0,76.0,84.0,69.0,89.0,71.0,76.0,78.0,74.0,78.0,72.0,55.0,74.0
225663,RM,78.0,69.0,38.0,79.0,70.0,84.0,80.0,79.0,74.0,82.0,79.0,84.0,87.0,82.0,79.0,78.0,63.0,86.0,56.0,75.0,76.0,73.0,75.0,80.0,52.0,80.0
178424,LB,81.0,56.0,71.0,79.0,69.0,75.0,82.0,80.0,76.0,79.0,74.0,76.0,71.0,75.0,72.0,87.0,62.0,79.0,65.0,83.0,78.0,81.0,70.0,66.0,61.0,72.0
189362,LW,75.0,81.0,71.0,78.0,73.0,86.0,78.0,81.0,74.0,77.0,81.0,76.0,68.0,82.0,90.0,94.0,71.0,84.0,88.0,82.0,83.0,48.0,82.0,78.0,78.0,76.0
223697,LM,78.0,71.0,73.0,76.0,66.0,78.0,70.0,58.0,72.0,78.0,81.0,78.0,70.0,77.0,66.0,74.0,91.0,84.0,77.0,68.0,78.0,74.0,84.0,67.0,50.0,71.0
188152,CAM,81.0,78.0,59.0,87.0,72.0,81.0,77.0,78.0,86.0,83.0,82.0,73.0,85.0,80.0,81.0,80.0,71.0,81.0,58.0,82.0,56.0,49.0,83.0,80.0,70.0,79.0
235212,RM,81.0,71.0,63.0,82.0,60.0,83.0,68.0,55.0,72.0,81.0,93.0,96.0,77.0,82.0,75.0,77.0,75.0,86.0,73.0,63.0,71.0,78.0,75.0,74.0,46.0,78.0
216475,RM,77.0,79.0,64.0,77.0,79.0,87.0,82.0,68.0,68.0,84.0,88.0,90.0,78.0,82.0,83.0,78.0,61.0,79.0,67.0,77.0,58.0,58.0,84.0,76.0,76.0,85.0
228618,LB,74.0,63.0,71.0,77.0,50.0,80.0,72.0,35.0,76.0,77.0,90.0,90.0,80.0,82.0,78.0,69.0,78.0,88.0,79.0,64.0,82.0,79.0,80.0,73.0,49.0,78.0
153079,ST,70.0,94.0,78.0,83.0,86.0,88.0,83.0,73.0,64.0,89.0,82.0,78.0,84.0,92.0,91.0,89.0,81.0,79.0,74.0,84.0,65.0,24.0,94.0,83.0,75.0,91.0
202562,LB,84.0,63.0,72.0,78.0,57.0,80.0,75.0,56.0,72.0,81.0,87.0,84.0,77.0,78.0,78.0,75.0,71.0,78.0,76.0,65.0,75.0,78.0,71.0,73.0,51.0,77.0
186561,CM,75.0,75.0,58.0,84.0,79.0,81.0,70.0,66.0,80.0,83.0,68.0,69.0,73.0,81.0,74.0,81.0,66.0,89.0,67.0,74.0,74.0,69.0,84.0,81.0,75.0,81.0
198784,CAM,78.0,70.0,39.0,80.0,60.0,84.0,73.0,60.0,75.0,84.0,80.0,81.0,80.0,78.0,88.0,83.0,69.0,78.0,70.0,78.0,77.0,73.0,79.0,81.0,69.0,77.0
218667,CAM,85.0,79.0,51.0,86.0,70.0,92.0,84.0,67.0,76.0,92.0,85.0,78.0,94.0,85.0,92.0,76.0,51.0,93.0,54.0,76.0,69.0,49.0,85.0,85.0,68.0,87.0
178415,CM,79.0,70.0,70.0,80.0,76.0,67.0,75.0,79.0,76.0,75.0,65.0,57.0,62.0,75.0,68.0,78.0,67.0,93.0,74.0,76.0,80.0,77.0,79.0,80.0,75.0,79.0
200104,LM,81.0,86.0,65.0,83.0,81.0,88.0,85.0,70.0,70.0,87.0,86.0,89.0,86.0,89.0,78.0,88.0,63.0,87.0,64.0,90.0,60.0,39.0,88.0,81.0,71.0,87.0
230183,LB,76.0,54.0,77.0,77.0,71.0,71.0,81.0,77.0,67.0,72.0,81.0,82.0,67.0,72.0,66.0,84.0,72.0,89.0,82.0,77.0,94.0,67.0,57.0,56.0,77.0,77.0
207439,CM,76.0,55.0,60.0,82.0,71.0,78.0,79.0,78.0,80.0,82.0,72.0,69.0,73.0,73.0,76.0,82.0,63.0,79.0,69.0,77.0,85.0,72.0,74.0,82.0,64.0,76.0
208461,CDM,68.0,60.0,75.0,79.0,64.0,71.0,61.0,48.0,77.0,77.0,66.0,65.0,62.0,82.0,74.0,76.0,79.0,90.0,76.0,77.0,85.0,84.0,69.0,73.0,80.0,81.0
199304,RB,78.0,61.0,69.0,79.0,73.0,74.0,77.0,76.0,69.0,79.0,69.0,72.0,68.0,79.0,64.0,84.0,75.0,77.0,75.0,74.0,75.0,81.0,72.0,64.0,67.0,69.0
170368,RM,77.0,74.0,69.0,81.0,77.0,84.0,83.0,80.0,76.0,83.0,76.0,75.0,75.0,77.0,78.0,81.0,63.0,77.0,68.0,82.0,85.0,50.0,79.0,81.0,75.0,78.0
173771,RB,79.0,64.0,77.0,78.0,64.0,71.0,80.0,47.0,72.0,74.0,72.0,72.0,66.0,82.0,66.0,78.0,82.0,74.0,78.0,69.0,83.0,81.0,73.0,71.0,65.0,82.0
184943,CDM,69.0,65.0,75.0,78.0,66.0,77.0,69.0,50.0,74.0,82.0,82.0,80.0,78.0,80.0,75.0,75.0,81.0,85.0,65.0,66.0,79.0,77.0,70.0,74.0,67.0,76.0
190815,CB,80.0,62.0,76.0,84.0,66.0,75.0,84.0,62.0,83.0,84.0,61.0,49.0,74.0,86.0,72.0,74.0,73.0,77.0,72.0,66.0,70.0,87.0,66.0,78.0,54.0,84.0
207410,CM,73.0,61.0,42.0,90.0,76.0,88.0,78.0,68.0,82.0,89.0,78.0,73.0,87.0,82.0,84.0,79.0,63.0,79.0,63.0,75.0,77.0,74.0,72.0,83.0,59.0,81.0
189271,CDM,69.0,62.0,63.0,81.0,53.0,80.0,68.0,41.0,79.0,80.0,73.0,73.0,79.0,82.0,80.0,75.0,82.0,79.0,78.0,69.0,88.0,83.0,76.0,80.0,52.0,78.0
213874,CM,67.0,60.0,59.0,83.0,60.0,77.0,67.0,75.0,81.0,81.0,74.0,78.0,78.0,80.0,77.0,81.0,68.0,87.0,66.0,77.0,77.0,80.0,68.0,75.0,60.0,79.0
171897,CM,74.0,64.0,55.0,83.0,69.0,80.0,78.0,80.0,80.0,82.0,70.0,66.0,79.0,77.0,87.0,73.0,71.0,80.0,60.0,75.0,72.0,71.0,69.0,82.0,70.0,76.0
214097,CAM,80.0,70.0,58.0,79.0,68.0,78.0,79.0,81.0,76.0,79.0,73.0,70.0,74.0,78.0,75.0,77.0,72.0,82.0,66.0,76.0,74.0,71.0,75.0,79.0,76.0,76.0
146954,CM,67.0,67.0,51.0,84.0,64.0,74.0,86.0,75.0,83.0,79.0,62.0,65.0,74.0,80.0,73.0,81.0,60.0,76.0,69.0,76.0,82.0,82.0,72.0,79.0,83.0,83.0
225375,CDM,74.0,68.0,68.0,81.0,60.0,78.0,70.0,47.0,77.0,78.0,83.0,82.0,76.0,79.0,73.0,70.0,73.0,86.0,71.0,67.0,84.0,82.0,70.0,76.0,54.0,78.0
216594,CAM,80.0,83.0,49.0,84.0,77.0,92.0,83.0,80.0,75.0,89.0,83.0,79.0,82.0,78.0,91.0,84.0,64.0,79.0,82.0,83.0,80.0,34.0,82.0,81.0,74.0,89.0
210665,LB,82.0,59.0,81.0,77.0,60.0,71.0,77.0,75.0,64.0,75.0,67.0,67.0,65.0,80.0,61.0,79.0,85.0,83.0,79.0,69.0,77.0,78.0,63.0,64.0,73.0,74.0
226271,CM,72.0,79.0,67.0,81.0,67.0,85.0,75.0,59.0,81.0,85.0,68.0,63.0,72.0,83.0,66.0,75.0,46.0,78.0,69.0,83.0,68.0,77.0,82.0,84.0,67.0,77.0
216267,LWB,90.0,57.0,65.0,82.0,32.0,80.0,80.0,38.0,74.0,82.0,83.0,86.0,78.0,84.0,74.0,74.0,62.0,95.0,65.0,65.0,80.0,82.0,77.0,79.0,55.0,83.0
212501,CB,75.0,66.0,79.0,80.0,71.0,72.0,73.0,71.0,78.0,75.0,61.0,73.0,58.0,73.0,55.0,85.0,73.0,86.0,85.0,76.0,75.0,78.0,76.0,76.0,55.0,77.0
193738,CAM,79.0,72.0,67.0,77.0,69.0,83.0,78.0,78.0,76.0,82.0,75.0,72.0,85.0,77.0,78.0,75.0,77.0,84.0,63.0,74.0,75.0,66.0,71.0,78.0,80.0,72.0
53405,LWB,86.0,71.0,68.0,82.0,70.0,75.0,72.0,52.0,82.0,83.0,71.0,74.0,76.0,77.0,72.0,71.0,72.0,83.0,70.0,72.0,71.0,78.0,71.0,74.0,59.0,81.0
190674,CDM,72.0,61.0,79.0,78.0,56.0,75.0,68.0,46.0,77.0,76.0,67.0,73.0,74.0,80.0,73.0,69.0,91.0,90.0,78.0,65.0,84.0,81.0,70.0,76.0,66.0,76.0
184941,LW,77.0,76.0,68.0,76.0,83.0,85.0,79.0,78.0,74.0,84.0,83.0,79.0,86.0,79.0,87.0,81.0,85.0,71.0,71.0,77.0,76.0,46.0,82.0,79.0,74.0,77.0
211748,CAM,72.0,74.0,46.0,82.0,59.0,85.0,85.0,81.0,80.0,85.0,67.0,65.0,78.0,84.0,78.0,77.0,71.0,77.0,67.0,77.0,69.0,71.0,78.0,82.0,70.0,84.0
190972,RM,74.0,75.0,73.0,76.0,72.0,86.0,79.0,64.0,66.0,84.0,89.0,84.0,84.0,77.0,79.0,80.0,85.0,76.0,63.0,72.0,69.0,60.0,83.0,74.0,76.0,84.0
184999,CDM,65.0,65.0,67.0,80.0,70.0,75.0,77.0,77.0,77.0,79.0,77.0,72.0,74.0,71.0,69.0,76.0,83.0,74.0,67.0,76.0,72.0,74.0,73.0,75.0,69.0,74.0
223959,CDM,72.0,61.0,59.0,80.0,65.0,78.0,70.0,74.0,75.0,80.0,77.0,72.0,85.0,79.0,91.0,78.0,52.0,84.0,66.0,74.0,86.0,84.0,68.0,74.0,48.0,78.0
234906,CAM,68.0,76.0,59.0,85.0,68.0,85.0,80.0,70.0,80.0,85.0,79.0,76.0,83.0,79.0,84.0,73.0,62.0,77.0,68.0,75.0,67.0,68.0,78.0,84.0,63.0,81.0
202652,LW,78.0,85.0,46.0,84.0,67.0,90.0,77.0,63.0,69.0,88.0,96.0,91.0,94.0,90.0,94.0,78.0,57.0,79.0,65.0,79.0,59.0,30.0,92.0,82.0,69.0,80.0
215449,LM,84.0,72.0,52.0,74.0,68.0,77.0,87.0,90.0,69.0,75.0,78.0,79.0,76.0,74.0,73.0,88.0,49.0,77.0,69.0,82.0,75.0,59.0,73.0,72.0,74.0,73.0
146562,CM,85.0,73.0,60.0,86.0,72.0,85.0,86.0,78.0,83.0,87.0,64.0,57.0,77.0,82.0,90.0,77.0,50.0,63.0,57.0,80.0,67.0,73.0,80.0,86.0,80.0,88.0
183498,CDM,70.0,70.0,75.0,80.0,76.0,75.0,67.0,55.0,81.0,78.0,66.0,55.0,65.0,80.0,71.0,87.0,77.0,79.0,71.0,84.0,80.0,80.0,82.0,78.0,45.0,78.0
203376,CB,53.0,52.0,87.0,79.0,45.0,70.0,60.0,70.0,83.0,77.0,74.0,79.0,61.0,89.0,53.0,81.0,90.0,75.0,92.0,64.0,83.0,90.0,47.0,65.0,62.0,90.0
226790,CB,50.0,50.0,76.0,79.0,66.0,73.0,58.0,58.0,75.0,77.0,70.0,72.0,69.0,84.0,67.0,80.0,90.0,92.0,77.0,68.0,87.0,89.0,67.0,67.0,55.0,80.0
173909,CF,72.0,76.0,74.0,80.0,83.0,80.0,80.0,71.0,74.0,84.0,64.0,65.0,76.0,72.0,69.0,84.0,77.0,53.0,82.0,78.0,80.0,64.0,78.0,78.0,68.0,82.0
205498,CM,75.0,60.0,56.0,89.0,71.0,79.0,75.0,76.0,88.0,85.0,61.0,50.0,77.0,81.0,72.0,71.0,58.0,85.0,66.0,62.0,79.0,78.0,68.0,87.0,90.0,81.0
184200,ST,78.0,81.0,79.0,82.0,79.0,78.0,79.0,72.0,74.0,83.0,77.0,82.0,71.0,78.0,80.0,85.0,70.0,76.0,84.0,82.0,77.0,38.0,79.0,81.0,79.0,82.0
171688,LM,80.0,65.0,63.0,78.0,63.0,81.0,78.0,51.0,75.0,79.0,77.0,74.0,76.0,77.0,76.0,69.0,79.0,82.0,66.0,67.0,80.0,75.0,76.0,76.0,54.0,82.0
228251,CAM,74.0,67.0,71.0,86.0,69.0,77.0,70.0,69.0,81.0,81.0,76.0,75.0,70.0,76.0,70.0,76.0,68.0,76.0,67.0,74.0,71.0,70.0,75.0,83.0,67.0,80.0
193525,RWB,74.0,56.0,72.0,82.0,58.0,80.0,66.0,39.0,71.0,79.0,79.0,85.0,79.0,80.0,61.0,71.0,84.0,87.0,75.0,60.0,77.0,78.0,76.0,73.0,53.0,76.0
208808,LW,81.0,81.0,66.0,79.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,91.0,85.0,81.0,78.0,82.0,79.0,84.0,64.0,79.0,72.0,38.0,79.0,82.0,74.0,80.0
212404,CAM,81.0,68.0,54.0,84.0,74.0,84.0,82.0,80.0,71.0,84.0,82.0,81.0,85.0,78.0,79.0,82.0,49.0,79.0,67.0,82.0,52.0,66.0,78.0,79.0,72.0,78.0
237239,CAM,78.0,79.0,52.0,78.0,81.0,79.0,89.0,91.0,75.0,82.0,75.0,69.0,81.0,80.0,86.0,85.0,45.0,76.0,44.0,84.0,62.0,66.0,75.0,75.0,78.0,80.0
169051,CAM,70.0,70.0,60.0,70.0,67.0,75.0,68.0,84.0,75.0,78.0,68.0,63.0,65.0,71.0,77.0,90.0,70.0,77.0,88.0,83.0,77.0,71.0,70.0,75.0,73.0,76.0
190460,CAM,86.0,77.0,52.0,90.0,80.0,78.0,89.0,85.0,89.0,91.0,75.0,71.0,79.0,87.0,80.0,84.0,50.0,92.0,57.0,89.0,46.0,56.0,85.0,90.0,67.0,88.0
230337,LB,75.0,60.0,60.0,75.0,59.0,76.0,84.0,77.0,72.0,73.0,88.0,82.0,87.0,82.0,83.0,70.0,64.0,84.0,67.0,61.0,70.0,62.0,72.0,73.0,67.0,80.0
190286,CAM,79.0,77.0,46.0,84.0,63.0,83.0,82.0,81.0,82.0,84.0,79.0,79.0,84.0,81.0,76.0,79.0,39.0,77.0,67.0,80.0,63.0,60.0,83.0,87.0,74.0,80.0
208830,ST,68.0,91.0,78.0,69.0,82.0,77.0,65.0,57.0,48.0,79.0,86.0,88.0,72.0,89.0,75.0,87.0,78.0,79.0,68.0,64.0,87.0,49.0,92.0,73.0,83.0,87.0
231478,ST,56.0,86.0,82.0,74.0,81.0,86.0,78.0,43.0,73.0,84.0,83.0,83.0,86.0,84.0,78.0,79.0,88.0,78.0,84.0,72.0,86.0,45.0,85.0,77.0,74.0,83.0
240679,CDM,76.0,62.0,72.0,81.0,64.0,68.0,68.0,70.0,78.0,75.0,67.0,68.0,66.0,78.0,69.0,75.0,75.0,82.0,76.0,75.0,69.0,79.0,67.0,74.0,86.0,78.0
198710,CAM,90.0,84.0,62.0,83.0,90.0,86.0,89.0,86.0,81.0,90.0,57.0,53.0,79.0,84.0,76.0,86.0,46.0,65.0,64.0,92.0,60.0,55.0,80.0,83.0,81.0,87.0
193198,CDM,74.0,58.0,73.0,78.0,69.0,64.0,80.0,79.0,76.0,76.0,62.0,67.0,62.0,75.0,57.0,85.0,67.0,86.0,86.0,81.0,83.0,78.0,65.0,71.0,74.0,71.0
214997,CAM,74.0,82.0,67.0,77.0,79.0,87.0,82.0,65.0,65.0,87.0,88.0,83.0,88.0,82.0,87.0,80.0,48.0,79.0,64.0,83.0,78.0,48.0,83.0,80.0,55.0,76.0
214047,CM,68.0,73.0,67.0,79.0,50.0,75.0,63.0,63.0,76.0,78.0,76.0,74.0,74.0,79.0,69.0,76.0,75.0,92.0,75.0,72.0,74.0,75.0,71.0,73.0,68.0,74.0
204838,ST,73.0,83.0,82.0,81.0,79.0,82.0,75.0,51.0,75.0,82.0,74.0,82.0,75.0,82.0,68.0,82.0,75.0,86.0,79.0,73.0,81.0,53.0,84.0,78.0,90.0,81.0
188337,CDM,71.0,58.0,50.0,76.0,76.0,75.0,67.0,58.0,71.0,77.0,82.0,85.0,78.0,76.0,84.0,85.0,83.0,77.0,73.0,69.0,88.0,74.0,71.0,71.0,40.0,67.0
177553,LM,77.0,72.0,55.0,74.0,79.0,79.0,76.0,77.0,70.0,80.0,77.0,75.0,78.0,74.0,79.0,80.0,64.0,69.0,54.0,83.0,74.0,72.0,73.0,74.0,72.0,72.0
187072,CF,74.0,79.0,64.0,82.0,83.0,78.0,77.0,69.0,69.0,82.0,67.0,60.0,68.0,84.0,78.0,82.0,72.0,75.0,69.0,81.0,74.0,60.0,85.0,83.0,82.0,83.0
208670,CAM,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,86.0,84.0,78.0,83.0,37.0,83.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0
200610,ST,78.0,84.0,71.0,81.0,83.0,79.0,79.0,80.0,72.0,79.0,76.0,74.0,74.0,82.0,82.0,87.0,76.0,88.0,82.0,84.0,80.0,45.0,82.0,81.0,72.0,80.0
192318,CAM,82.0,76.0,48.0,86.0,85.0,85.0,81.0,72.0,81.0,88.0,71.0,69.0,79.0,84.0,83.0,76.0,58.0,77.0,71.0,70.0,59.0,66.0,79.0,86.0,79.0,87.0
230251,CB,52.0,68.0,83.0,78.0,67.0,72.0,64.0,68.0,72.0,74.0,62.0,78.0,67.0,75.0,69.0,75.0,71.0,87.0,82.0,70.0,84.0,72.0,67.0,72.0,72.0,76.0
231866,CDM,63.0,64.0,75.0,85.0,59.0,76.0,65.0,54.0,82.0,82.0,68.0,66.0,69.0,82.0,69.0,74.0,69.0,84.0,81.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0
211241,RB,81.0,71.0,72.0,77.0,66.0,82.0,59.0,56.0,66.0,81.0,78.0,87.0,79.0,78.0,86.0,75.0,69.0,79.0,66.0,66.0,63.0,72.0,78.0,65.0,64.0,72.0
211256,LB,81.0,57.0,84.0,78.0,44.0,73.0,68.0,40.0,67.0,78.0,80.0,82.0,77.0,84.0,82.0,66.0,90.0,86.0,74.0,47.0,84.0,82.0,70.0,69.0,46.0,82.0
238359,CAM,67.0,64.0,57.0,84.0,70.0,81.0,70.0,64.0,76.0,79.0,76.0,79.0,77.0,77.0,72.0,86.0,62.0,81.0,68.0,84.0,69.0,76.0,71.0,78.0,66.0,83.0
240754,RM,75.0,73.0,63.0,74.0,68.0,83.0,69.0,51.0,71.0,80.0,92.0,90.0,81.0,77.0,79.0,70.0,70.0,79.0,68.0,63.0,78.0,73.0,75.0,72.0,59.0,76.0
189596,CAM,79.0,85.0,81.0,82.0,84.0,75.0,81.0,59.0,74.0,81.0,68.0,68.0,73.0,90.0,71.0,78.0,77.0,86.0,67.0,80.0,61.0,58.0,92.0,85.0,60.0,84.0
173306,LM,82.0,57.0,65.0,79.0,68.0,82.0,80.0,47.0,76.0,81.0,79.0,79.0,76.0,79.0,68.0,73.0,70.0,78.0,65.0,69.0,78.0,76.0,71.0,75.0,52.0,81.0
190717,RM,75.0,73.0,84.0,75.0,64.0,79.0,66.0,60.0,72.0,76.0,82.0,87.0,83.0,76.0,76.0,75.0,91.0,77.0,85.0,70.0,82.0,45.0,76.0,74.0,73.0,70.0
165153,CF,75.0,86.0,86.0,85.0,84.0,86.0,81.0,73.0,73.0,90.0,78.0,74.0,78.0,88.0,69.0,83.0,79.0,79.0,80.0,78.0,63.0,39.0,89.0,86.0,84.0,88.0
204472,RW,78.0,65.0,68.0,78.0,61.0,77.0,70.0,44.0,72.0,75.0,83.0,82.0,76.0,78.0,76.0,78.0,63.0,86.0,70.0,70.0,76.0,74.0,76.0,75.0,68.0,76.0
172962,RM,76.0,67.0,70.0,76.0,64.0,82.0,75.0,61.0,70.0,81.0,78.0,76.0,75.0,76.0,82.0,74.0,66.0,80.0,69.0,69.0,62.0,73.0,72.0,72.0,75.0,75.0
205686,CM,78.0,66.0,41.0,82.0,55.0,76.0,78.0,78.0,81.0,80.0,76.0,67.0,85.0,75.0,89.0,76.0,47.0,78.0,60.0,77.0,83.0,78.0,72.0,82.0,74.0,79.0
199564,RB,83.0,63.0,72.0,84.0,50.0,78.0,78.0,60.0,78.0,82.0,77.0,79.0,69.0,80.0,74.0,65.0,43.0,91.0,69.0,66.0,68.0,79.0,69.0,83.0,57.0,76.0
230481,RW,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,88.0,87.0,85.0,84.0,76.0,82.0,64.0,86.0,70.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0
186190,LB,69.0,66.0,61.0,73.0,60.0,76.0,72.0,76.0,74.0,77.0,85.0,87.0,78.0,73.0,76.0,76.0,91.0,79.0,63.0,69.0,75.0,69.0,74.0,68.0,60.0,67.0
237238,CDM,70.0,66.0,77.0,80.0,62.0,77.0,70.0,55.0,79.0,78.0,69.0,68.0,71.0,78.0,65.0,81.0,70.0,85.0,85.0,75.0,80.0,79.0,68.0,74.0,59.0,78.0
221000,CDM,63.0,65.0,55.0,76.0,65.0,75.0,78.0,65.0,70.0,74.0,85.0,85.0,82.0,76.0,76.0,80.0,75.0,86.0,77.0,70.0,77.0,74.0,66.0,68.0,65.0,78.0
181783,ST,72.0,83.0,90.0,75.0,84.0,75.0,64.0,49.0,67.0,79.0,61.0,73.0,65.0,88.0,55.0,83.0,85.0,79.0,87.0,61.0,88.0,66.0,87.0,74.0,75.0,80.0
205569,CM,89.0,69.0,57.0,85.0,51.0,75.0,91.0,89.0,82.0,82.0,66.0,55.0,75.0,75.0,77.0,74.0,66.0,80.0,56.0,73.0,67.0,67.0,68.0,82.0,82.0,79.0
237183,CAM,69.0,76.0,64.0,79.0,66.0,82.0,85.0,84.0,74.0,81.0,78.0,84.0,77.0,74.0,66.0,85.0,65.0,79.0,68.0,83.0,64.0,69.0,76.0,75.0,66.0,79.0
204539,RB,73.0,58.0,62.0,71.0,59.0,76.0,77.0,63.0,67.0,73.0,94.0,94.0,81.0,70.0,79.0,76.0,80.0,85.0,80.0,68.0,75.0,67.0,68.0,65.0,64.0,60.0
195479,RB,75.0,62.0,67.0,74.0,55.0,76.0,78.0,73.0,68.0,74.0,85.0,87.0,76.0,66.0,80.0,72.0,71.0,87.0,79.0,70.0,67.0,68.0,69.0,69.0,80.0,70.0
247030,CAM,70.0,69.0,65.0,78.0,68.0,77.0,69.0,64.0,75.0,76.0,80.0,80.0,86.0,77.0,86.0,77.0,73.0,90.0,69.0,79.0,71.0,61.0,68.0,75.0,68.0,73.0
